Website Primary SKU,Website Variation SKU,Till SKU (8 digit),Name,Long Description,Colour/Style,Colour - for filtering,Dimensions  H x W x D (mm),Additional Search Keywords,Cost Price,Selling Price,Stock,VAT,Matches,Inactive,Weight,Category,Attributes,Sub Category,Category 2,Sub Category 2,Manufacturer,Gift Finder,,
10726,100,10726100,Sixpence Cufflinks,Vintage Real Sixpence coins made into a funky pair of cufflinks on silver plated torpedo fittings..,,,18 x 18,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",10,24,,S,,,36,Jewellery,Fashion/Art,Cufflinks,,,Monkey Shirley,For Him,,
10727,100,10727100,Threepence Cufflinks,Vintage Real Threepenny Bit coins made into a funky pair of cufflinks on gold plated torpedo fittings..,,,21 x 20,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",10,24,,S,,,45,Jewellery,Fashion/Art,Cufflinks,,,Monkey Shirley,For Him,,
10728,100,10728100,Sixpence Earrings,Vintage Real Sixpence coins made into a funky pair of earrings. Mounted on silver palted backs.,,,40 x 18,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",7,16.95,,S,,,35,Jewellery,Fashion/Art,Earrings Inc. studs,,,Monkey Shirley,For Her,,
10729,100,10729100,Steampunk Cufflinks,Fabulous neo victorian style cufflinks. Mounted on silver plated torpedo fittings. Completes any Steampunk outfit. ,,,13 x 18 x 21,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",15,36,,S,,,42,Jewellery,Fashion/Art,Cufflinks,,,Monkey Shirley,For Her,,
10729,101,10729100,Steampunk Cufflinks - Round,Fabulous neo victorian style cufflinks. Mounted on silver plated torpedo fittings. Completes any Steampunk outfit. ,,,15 x 21,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",15,36,,S,,,42,Jewellery,Fashion/Art,Cufflinks,,,Monkey Shirley,For Her,,
10730,100,10730100,Watch Face Earrings,Upcycled earrings made from vintage watch faces. Really adds a beautiful finish with the right outfit.  No two pairs are the same. Mounted on silver or gold plated fittings.,,,75 x 25,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",12,28.95,,S,,,18,Jewellery,Fashion/Art,Earrings Inc. studs,,,Monkey Shirley,For Her,,
10731,100,10731100,Watch Face Necklace (Reds),Upcycled necklace made from vintage watch faces. Really adds a beautiful finish with the right outfit.  No two necklaces are the same. Mounted on brass plated fittings.,,,48 x 35,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",15,36,,S,,,25,Jewellery,Fashion/Art,Necklaces,,,Monkey Shirley,For Her,,
10732,100,10732100,Watch Face Bracelet,Upcycled bracelet made from vintage watch faces. Really adds a beautiful finish with the right outfit.  No two pieces are the same. Mounted on brass plated fittings.,,,195 x 20   ,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",15,36,,S,,,20,Jewellery,Fashion/Art,Bracelets,,,Monkey Shirley,For Her,,
10733,100,10733100,Message In A Bottle ,"Charming message in a glass bottle on a 15"" silver plated chain. ",,,Bottle size- 38 x 15,"Individual, quirky, designer, charm, retro, vintage, shiny, unusual",8,19.25,,S,,,45,Jewellery,Fashion/Art,Necklaces,,,Monkey Shirley,For Her,,
10734,100,10734100,Reindeer Box,"Delicious sharing boxes for a unique centre piece at the family get-together. This one features milk and white chocolate reindeers with a 'Happy Christmas' message, all made by hand out of scrummy Belgian chocolate. You will be very popular when these chocolates are presented! Would make a lovely gift too. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist). 9 chocolates in a box. Contains natural carmine colouring. Gluten free. 200g.
",,,150 x 150 ,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",5.1,12,,S,,X,,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10735,100,10735100,Postcard with Reindeer,Delicious sharing boxes for a unique centre piece at the family get-together. This box holds a traditional village scene complete with the Choc on Choc building and post office. The chocolates are made by hand out of scrummy white and dark Belgian chocolate. You will be very popular when these chocolates are presented! Would make a lovely gift too. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist). Contains natural carmine colouring. Gluten free. 200g.,,,150 x 150 ,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",5.1,12,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10736,100,10736100,Cow In Santa Hat,"Cute little cows wearing Santa hats hand made out of dark and white Belgian chocolate. Wrapped individually, so great for stockings, Christmas party bags or table favours. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10737,100,10737100,Mini Owl,"Cute little owls wearing scarves hand made out of dark and white Belgian chocolate. Wrapped individually, so great for stockings, Christmas party bags or table favours. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist). Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10738,100,10738100,Mini Reindeer,"Cute little reindeer hand made out of white Belgian chocolate, gluten free and coloured naturally with carmine. Wrapped individually, so great for stockings, Christmas party bags or table favours. Handmade from white Belgian chocolate. Shelf life 1 year (if you can resist). Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10739,100,10739100,Farmyard Box,"This farmyard collection is a delicious treat for all the family. The box is made up of 9 chocolate animal characters. 2 sheep, pigs, cows and hens and one quacky duck to create a whole delicious chocolate farmyard in a box. The animals can stand up on their own for children to play. Perfect for kids parties, a treat to share with them, or for any adult who loves animals! Shelf life 1 year (if you can resist). 9 chocolates in a box. Contains natural carmine colouring. Gluten free. Each animal is 50 x 50mm. 200g.",,,150 x 150 x ***,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",5.1,12,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10740,100,10740100,Zoo Box,"The zoo collection is crafted by hand from white and dark Belgian chocolate and is so eye catching. It could be broken up for little party gifts or given as a delicious gift to any child or adult who loves animals! Hand painted,there are 9 chocolate animal characters: 2 x cheeky milk chocolate monkeys, 1 x tropical fish made from white choc, 2 x hand painted, white chocolate lions (looking rather proud), 2 x elephants made from a mix of white and dark choc and 2 x zebras also made from a mix of white and dark choc. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist). 9 chocolates in a box. Contains natural carmine colouring. Gluten free. 200g.",,,150 x 150 ,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",5.1,12,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10741,100,10741100,Mini Sheep,"These chocolate sheep are perfect for sharing with children (or grown ups), for little treats at parties or for the sweetie cupboard at home. Approx 70mm square per sheep. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10742,100,10742100,Mini Pig,"These chocolate pigs are perfect for sharing with children (or grown ups), for little treats at parties or for the sweetie cupboard at home. Approx 70mm square per pig. Handmade from white Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10743,100,10743100,Mini Dinosaur,"These chocolate dinosaurs are perfect for sharing with children (or grown ups), for little treats at parties or for the sweetie cupboard at home. Approx 70mm square per dinosaur. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10744,100,10744100,Mini Pink Bunny,"These chocolate bunnies are perfect for sharing with children (or grown ups), for little treats at parties or for the sweetie cupboard at home. Approx 70mm square per bunny. Handmade from white Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10745,100,10745100,Mini Cow,"These chocolate cows are perfect for sharing with children (or grown ups), for little treats at parties or for the sweetie cupboard at home. Approx 70mm square per cow. Handmade from white & milk Belgian chocolate. Shelf life 1 year (if you can resist) Contains natural carmine colouring. Gluten free. 36g.",,,80 x 70 x 23,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.3,2.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10746,100,10746100,9 Truffle Mix,"A delicious assortment of three types of truffles coated in Belgian Chocolate : Salted Caramel, Triple Chocolate Brownie & Strawberry Champagne. Delicious for a treat or to share if you have to! Each box contains 3 of each truffle. Handmade using Belgian chocolate.Shelf life 9 months. Contains Alcohol. 130g
",,,100 x 100 ,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",3.4,8,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10747,100,10747100,Tea Set,"Do you want to surprise your friends with a chocolate tea party? Get a box of these chocolates! Handmade from dark & white Belgian chocolate. Cupcakes - white chocolate, teapots - dark chocolate. Shelf life 1 year (if you can resist). Contains natural carmine colouring. Gluten free. 120g
",,,100 x 100 ,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",3,7,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10748,100,10748100,Pink Snowman,"A pink snowman chocolate bar to make anybody smile this Christmas. Hand made from delicious milk and white Belgian chocolate. The snowman image will really put you in festive mood! This chocolate bar would make a great stocking filler. Handmade from Belgian milk & white chocolate. Shelf life 1 year (if you can resist). Gluten free. 120g.
",,,155 x 80 x 15,"Scrummy, sweet, treat, edible, fun, homemade, seasonal, choc",1.7,3.99,,S,,X,****,Food ,,Chocolate,,,Chocolate On Chocolate,Unisex,,
10749,100,10749100,Juvenile Herring Gull Card,Photographic blank card. Lovely shot of a baby herring gull perched on a glass skylight. Blank inside. Premium quality card - size 105 x 150. Premium quality envelope.,,,163 x 115,"Wildlife, seagull, coast, seaside, birds, ocean",0.5,1.25,,S,,,28,Stationery/Games,,Cards & Correspondence,,,Andy Touhy,Unisex,,
10750,100,10750100,Hunting Fox Jug,Babbacombe Pottery -  hand made and individually painted. Very Collectable. Traditional British Fox Jug,Red,Red,175 x 140 x 145,"Pottery, ceramics, charm, quirky, heritage, tradition",16,39,,S,,,600,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10750,101,10750101,Hunting Fox Jug,Babbacombe Pottery -  hand made and individually painted. Very Collectable. Traditional British Fox Jug,Green,Green,175 x 140 x 145,"Pottery, ceramics, charm, quirky, heritage, tradition",16,39,,S,,,600,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10751,100,10751100,Toby Jug - Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable. The British Toby Jug in all it's original glory.,Blue,Blue,200 x 110 x 160,"Pottery, ceramics, charm, quirky, heritage, tradition",16.5,40,,S,,,565,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10751,101,10751101,Toby Jug - Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable. The British Toby Jug in all it's original glory.,Green,Green,200 x 110 x 160,"Pottery, ceramics, charm, quirky, heritage, tradition",16.5,40,,S,,,565,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10752,100,10752100,Toucan Jug - Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable. Fine toucan with a pouring hole under his beak.,,,230 x 80 x 200,"Pottery, ceramics, charm, quirky, heritage, tradition",16.5,40,,S,,,600,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10753,100,10753100,Owl Money Box - Small,Babbacombe Pottery -  hand made and individually painted. Very Collectable. ,Heart Rosebud,,75 x 50 x 65,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife",3.26,7.95,,S,,,110,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10754,100,10754100,Owl Money Box - Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,130 x 90 x 110,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife",6.04,14.5,,S,,,300,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10755,100,10755100,Hen Egg Cup - Single,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,65 x 53 x 70,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",3.33,7.99,,S,,,140,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10756,100,10756100,Cockerel Egg Cup - Single,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,85 x 60 x 110,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",3.33,7.99,,S,,,140,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10757,100,10757100,Hen Egg Basket - Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,220 x 181 x 225,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",14.58,34.99,,S,,,1000,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10758,100,10758100,Skull String/Scissor Holder,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,140 x 110 x 160,"Pottery, ceramics, charm, quirky, heritage, tradition, retro, skeleton",8,19.25,,S,,,****,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10759,100,10759100,Honeypot - Honeyglaze Mini,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,85 x 67,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",3.5,8.5,,S,,,120,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10760,100,10760100,Honeypot - Honeyglaze Small,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,120 x 87,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",4,9.75,,S,,,250,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10761,100,10761100,Honeypot - Honeyglaze Large,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,120 x 97,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",4.5,10.95,,S,,,325,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10762,100,10762100,Tall Honeybee - Honeyglaze,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,125 x 95 ,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",5,12,,S,,,350,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10763,100,10763100,Oblong Honeybee Dish - Honeyglaze,Babbacombe Pottery -  hand made and individually painted. Very Collectable.,,,100 x 150 x 100,"Pottery, ceramics, charm, quirky, heritage, tradition, birds, wildlife, breakfast",5,12,,S,,,600,Home,,Ceramics,,,Babbacombe Pottery,Unisex,,
10764,100,10764100,Champagne  Apron,"For ‘bubbly' lovers everywhere; an apron with a classic Lily Bollinger quote. The quote reads: 'I only drink champagne when I'm happy, and when I'm sad. Sometimes I only drink it when I'm alone. When I have company, I consider it to be obligatory. I trifle with it if I am not hungry and drink it when I am. Otherwise I never touch it. Unless I'm thirsty.'Champagne, as Lily Bollinger so eloquently puts it, is indeed a drink for all occasions! Machine washable. 100% cotton, with adjustable shoulder strap.",Green,,850 x 600,"British, quirky, fun, chef, cooks, alcohol, recipes",8.2,19.95,,S,,,185,Kitchen,,Linens,,,Have A Gander,Unisex,,
10764,101,10764101,Champagne  Apron,"For ‘bubbly' lovers everywhere; an apron with a classic Lily Bollinger quote. The quote reads: 'I only drink champagne when I'm happy, and when I'm sad. Sometimes I only drink it when I'm alone. When I have company, I consider it to be obligatory. I trifle with it if I am not hungry and drink it when I am. Otherwise I never touch it. Unless I'm thirsty.'Champagne, as Lily Bollinger so eloquently puts it, is indeed a drink for all occasions! Machine washable. 100% cotton, with adjustable shoulder strap.",Slate,,850 x 600,"British, quirky, fun, chef, cooks, alcohol, recipes",8.2,19.95,,S,,,185,Kitchen,,Linens,,,Have A Gander,Unisex,,
10765,100,10765100,Aromatherapy Bath Melt,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,Rose/Lavender,,35 x 55 x 48,"Floral, pretty, natural, essential oils, bathing, relaxation",1.15,2.75,,S,,,30,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10765,101,10765101,Aromatherapy Bath Melt,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,Pansy /Lavender,,35 x 55 x 48,,1.15,2.75,,S,,,30,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10765,102,10765102,Aromatherapy Bath Melt,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,Bouquet,,35 x 55 x 48,,1.15,2.75,,S,,,30,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10765,103,10765103,Aromatherapy Bath Melt,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,3 Flowers,,35 x 55 x 48,,1.15,2.75,,S,,,30,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10765,104,10765104,Aromatherapy Bath Melt,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,Heart Rosebud,,35 x 55 x 48,,1.15,2.75,,S,,,30,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10766,100,10766100,Aromatherapy Rose Petal Soap,A single bath melt bursting with multicoloured rosebuds or petals. A perfect little treat in a luxurious new black box with acetate. Please note rosebud/petal colours may vary to the colours you see here. You will need one bath melt per bath app 12 gms. Petit four size,Rose,,35 x 55 x 48,,1.15,2.75,,S,,,30,Bath/Body,,Soaps,,,Kemp Aromatherapy,For Her,,
10767,100,10767100,Aromatherapy Bath Melt - Large,A perfectly priced fresh idea for a rich and fragrant bath treat packed in luxurious black boxes. Let the cocoa butter and pure oils soothe dry tired skin. One cup cake size bath melt bursting with the delicate aroma of pure essential oils. These bath melts come decorated in pressed flowers. A perfect gift idea. Packed in a black box with a black bow.,Bouquet,,60 x 85 x 85,,3.5,8.5,,S,, ,70,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10767,101,10767101,Aromatherapy Bath Melt - Large,A perfectly priced fresh idea for a rich and fragrant bath treat packed in luxurious black boxes. Let the cocoa butter and pure oils soothe dry tired skin. One cup cake size bath melt bursting with the delicate aroma of pure essential oils. These bath melts come decorated in pretty tiny rosebuds. A perfect gift idea. Packed in a black box with a black bow.,Roses,,60 x 85 x 85,,3.5,8.5,,S,,,70,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10768,100,10768100,Aromatherapy Bath Melt -5 boxed,An elegant long box of five beautiful melts bursting with colourful rosebuds or flower petals.Please note rosebud/petal colours may vary. Each melt is petit four size and weighs approx. 12gms,3 Flowers,,52 x 209 x 31,,5.5,13.25,,S,,,100,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10768,101,10768101,Aromatherapy Bath Melt - 5 boxed,An elegant long box of five beautiful melts bursting with colourful rosebuds or flower petals.Please note rosebud/petal colours may vary. Each melt is petit four size and weighs approx. 12gms,Blue Flowers,,52 x 209 x 31,,5.5,13.25,,S,,,100,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10769,100,10769100,Aromatherapy Shower Scrub - 5 boxed, An elegant way to shower.  Blended with an exfoliating sugar scrub and uplifting essential oils they add a real zing. Use like a soap. Flower topped scrubs in an elegant black box with a black bow.,3 Flowers,,52 x 209 x 31,,5.5,13.25,,S,,,100,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10770,100,10770100,Aromatherapy 6 Heart Melts,"Six petit four size heart shaped bath melts decorated with a red paper bud or a pink paper bud, packed in a black box and tied with a black ribbon. Each bath melt is bursting with essential oils of rose geranium and palma rose. Drop one in the bath, lie back and relax. A perfect treat! ",Rosebud,,52 x 209 x 31,,5.95,14.5,,S,,,100,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10771,100,10771100,Aromatherapy Asstd Handmade Guest Soaps,Lanolin-free soaps with no petro chemical by-products made by traditional methods with pure essential oils. All the palm oil comes from sustainable sources. 4 beautifully made and decorated soaps in a gift box. Mixed fragrances. Approx 50gms each. Please note rosebud/petal colours may vary to the colours shown.,Roses,,52 x 209 x 31,,5.99,14.5,,S,,,250,Bath/Body,,Soaps,,,Kemp Aromatherapy,For Her,,
10772,100,10772100,Aromatherapy Miniature Bathroom Selection,"Luxurious Bath time treats. Each box contains 1 handmade soap app 45gms, 2 shower scrubs app 14gms and 2 bubble bath melts app 12 gms, decorated in lovely rosebuds and flowers. Presented in a black box with a black bow.",Rose/3 Flowers,,52 x 209 x 31,,5.99,14.5,,S,,,150,Bath/Body,,Bath,,,Kemp Aromatherapy,For Her,,
10773,100,10773100,Aquinnah Suede,"This bag turns heads, but doesn't break backs - despite the wow factor size and hardware this stunner is surprising light and so very easy to wear. Double end zip closure, 4 outside pockets plus inside pockets, fully lined with superior fittings. Handle drop 280mm.",Boisonberry,Purple,360 x 430 x 140,,50,120,,S,,,600,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10774,100,10774100,Z Top Suede,"Best selling asymmetrical cross body bag with deep back pocket and ingeniously placed detachable straps - offering security and style. Magdot plus flapover closure, inside pockets, detachable strap.Neat enough to be worn under a jacket. Suede, unlined. Handle drop 610mm",Crocus,Brown,"231 at fold, 360 to point x 210 wide","Shoulderbag,Handbag, Purse",19.5,47,,S,,,311,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10774,101,10774101,Z Top Suede,"Best selling asymmetrical cross body bag with deep back pocket and ingeniously placed detachable straps - offering security and style. Magdot plus flapover closure, inside pockets, detachable strap.Neat enough to be worn under a jacket. Suede, unlined. Handle drop 610mm",Celery,Green,"231 at fold, 360 to point x 210 wide","Shoulderbag,Handbag, Purse",19.5,47,,S,,,312,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10774,102,10774102,Z Top Suede,"Best selling asymmetrical cross body bag with deep back pocket and ingeniously placed detachable straps - offering security and style. Magdot plus flapover closure, inside pockets, detachable strap.Neat enough to be worn under a jacket. Suede, unlined. Handle drop 610mm",Jeans,Blue,"231 at fold, 360 to point x 210 wide","Shoulderbag,Handbag, Purse",19.5,47,,S,,,313,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10775,100,10775100,Iggy Suede,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Celery,Green,280 x 300,"Shoulderbag,Handbag, Purse",28,68,,S,,,600,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10775,101,10775101,Iggy Suede,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Crocus,Mauve,280 x 300,"Shoulderbag,Handbag, Purse",28,68,,S,,,600,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10775,102,10775102,Iggy Suede,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Boisonberry,Purple,280 x 300,"Shoulderbag,Handbag, Purse",28,68,,S,,,600,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10775,103,10775103,Iggy Suede,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Caribou,Grey,280 x 300,"Shoulderbag,Handbag, Purse",28,68,,S,,,600,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10776,100,10776100,Iggy Leather,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Apple,Green,280 x 300,"Shoulderbag,Handbag, Purse",38,92,,S,,,450,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10776,101,10776101,Iggy Leather,"Three bags in one, with detachable handles, and a large suspended inside zip pocket Iggy is the only bag you need, quickly adaptable for all occasions. Magdot closure, quickly detachable full leather handles. Unlined - lightweight and versitile.Brilliant for travelling. Handle Drop: Shoulder handle 100mms, Cross body strap 1280 mms.",Frigate,Grey,280 x 300,"Shoulderbag,Handbag, Purse",38,92,,S,,,450,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10777,100,10777100,Kings Leather,"Very clever clutch bag, that will hold an ipad - very clean, understated but sophisticated -fold over top (or not) enables capacity to grow. Concealed expanding snap - that will hinge open easily. Leather, lined with inside pocket.
",Rosa,Pink,310 x 250,"Shoulderbag,Handbag, Purse",28,68,,S,,,250,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10778,100,10778100,Aquinnah Leather,"This bag turns heads, but doesn't break backs - despite the wow factor size and hardware this stunner is surprising light and so very easy to wear. Double end zip closure, 4 outside pockets plus inside pockets, fully lined with superior fittings. Handle drop 280mm.",China,,360 x 430 x 140,"Shoulderbag,Handbag, Purse",70,169,,S,,,450,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
10779,100,10779100,Alex Leather,"Fully lined,messenger bag with multiple pockets - robust leather base. Double Magdot closure, adjustable cotton webbing strap.Handle drop 670mm max.",Softee Brown,Brown,320 x 370 x 120,"Manbag, roomy, A4 storage, document case",66,159,,S,,,950,Accessories,,Bags & Purses ,,,Owen Barry,For Him,,
10779,101,10779101,Alex Leather,"Fully lined,messenger bag with multiple pockets - robust leather base. Double Magdot closure, adjustable cotton webbing strap.Handle drop 670mm max.",Latte,Brown,320 x 370 x 120,"Manbag, roomy, A4 storage, document case",66,159,,S,,,950,Accessories,,Bags & Purses ,,,Owen Barry,For Him,,
10780,100,10780100,Hugo Leather,"The ultimate statement piece - beautiful leathers and maginicent hardware - Fully lined, multiple pockets - whats not to like? Fully lined, inside pockets, magdot closure. Handle drop 290mm.
",Apple,Green,300 x 450 x 140,"Shoulderbag,Handbag, Purse",64,154,,S,,,750,Accessories,,Bags & Purses ,,,Owen Barry,For Her,,
